type,ent_uri,pred,val_pred,val_gold,abs,found,verif,reason
FP_different,Al-Muhtadi,label,Al-Muhtadī bi-'llāh,Al-Muhtadi,"Abū Isḥāq Muḥammad ibn al-Wāthiq (Arabic: أبو إسحاق محمد بن هارون الواثق) (833 – 21 June 870), better known by his regnal name Al-Muhtadī bi-'llāh (Arabic: المهتدي بالله, ""Guided by God""), was the Caliph of the Abbasid Caliphate from July 869 to June 870, during the ""Anarchy at Samarra"".",TRUE,FALSE,LCE
FN,Alain_Borer,birthYear,,1949,"Alain Borer (born 1949 in Luxeuil), is a French poet, art critic, essayist, novelist, playwright, writer-traveler, signatory of the Littérature-monde (world literature) manifesto, and eminent authority on the works of Arthur Rimbaud. He has been Professor of Art at L'École supérieure des beaux-arts de Tours since 1979 and Visiting Professor of French Literature at the University of Southern California since 2005. He received the Kessel Prize for his novel Koba (Seuil, 2002), as well as the 70th Prix Apollinaire for his play Icare & I don't (Seuil). In 2010, Borer was awarded the 10th Pierre Mac Orlan Prize for Le Ciel & la carte, carnet de voyage dans les mers du Sud à bord de La Boudeuse (Seuil), and the Maurice Genevoix Prize from the Académie Française in 2011. Alain Borer was made a Kn",TRUE,TRUE,
FN,Alejandro_Colunga,birthName,,Alejandro Colunga Marín,"Alejandro Colunga Marín is a Mexican artist, painter and sculptor.",TRUE,TRUE,
FP_different,Alejandro_Colunga,birthName,Alejandro Colunga,Alejandro Colunga Marín,"Alejandro Colunga Marín is a Mexican artist, painter and sculptor.",TRUE,FALSE,ICE
FN,Alexander_Macdonald%2C_17th_of_Keppoch,deathYear,,1746,"Alexander Macdonald, 17th of Keppoch (died 1746) was a Scottish clan chief, military officer, and prominent Jacobite who took part in both the 1715 and 1745 Jacobite risings. He was killed at the Battle of Culloden leading a regiment composed largely of members of his clan, the Macdonalds of Keppoch. Some genealogies give him the title 16th of Keppoch, following a previous dispute of succession.",TRUE,TRUE,
FP_new,Alioune_Ba_%28footballer%29,label,Alioune Ba,,Alioune Ba (born 7 May 1989) is a French professional footballer who plays as a defender.,TRUE,FALSE,ICE
FN,Almanzo_Wilder,birthName,,Almanzo James Wilder,"Almanzo James Wilder (/ælˈmænzoʊ ˈwaɪldər/; February 13, 1857 – October 23, 1949) was the husband of Laura Ingalls Wilder and the father of Rose Wilder Lane, both noted authors.",TRUE,TRUE,
FP_new,Amber_Hunt_%28journalist%29,birthName,Amber Hunt,,"Amber Hunt (born August 26, 1978) is an American journalist, podcaster, and author known for reporting on true crime. She is the host and co-creator of three true crime podcasts, Accused, Aftermath, and Crimes of the Centuries and has published four true crime books. As of February 2020, she works as an investigative reporter at The Cincinnati Enquirer.",TRUE,TRUE,
FN,Amy_Brandon_Thomas,label,,Amy Brandon Thomas,Amy Marguerite Brandon Thomas (9 March 1890 – 6 May 1974) was an English film and stage actress. She was the daughter of the playwright Brandon Thomas. She is also known as Amy Brandon-Thomas.,TRUE,TRUE,
FN,Amy_Brandon_Thomas,birthName,,Amy Marguerite Brandon Thomas,Amy Marguerite Brandon Thomas (9 March 1890 – 6 May 1974) was an English film and stage actress. She was the daughter of the playwright Brandon Thomas. She is also known as Amy Brandon-Thomas.,TRUE,TRUE,
FN,Andrew_Constantinides_Zenos,birthName,,Andrew Constantinides Zenos,"Andrew Constantinides Zenos (Greek: Ανδρέας Κωνσταντινίδης Ξένος; August 13, 1855 – January 25, 1942) was a Presbyterian minister, author, translator, professor, and lecturer. He spoke eleven languages including Greek, Latin, and Hebrew. He wrote a large number of books about theology. He spent most of his career at McCormick Theological Seminary in Chicago. He was dean of the institution from 1920 to 1934. He is one of three notable Greek-American ministers in the United States during the 19th century. The other two were abolitionists John Celivergos Zachos and Photius Fisk. He frequently lectured across the United States.",TRUE,TRUE,
FN,Andrew_Lang_Petrie,birthName,,Andrew Lang Petrie,"Andrew Lang Petrie (25 June 1854 – 1 April 1928) was a builder, stonemason and politician in Queensland, Australia. He was a Member of the Queensland Legislative Assembly.",TRUE,TRUE,
FN,Andy_Jenkins,label,,Andy Jenkins,"Andrew Jenkins (born 11 March 1971) is an English professional darts player who competes in Professional Darts Corporation (PDC) events. He was nicknamed ""Rocky"" due to his rough personality. Jenkins has reached high rankings in the PDC, but has never won a major tournament. In 2009, Jenkins was given a PDC ban for almost two years for an assault on Terry Jenkins during a non-televised PDC tournament.",TRUE,TRUE,
FN,Andy_McDonald_%28politician%29,birthName,,Andrew Joseph McDonald,"Andrew Joseph McDonald (born 8 March 1958) is a British Labour politician and solicitor. He served as Shadow Secretary of State for Transport in Jeremy Corbyn's shadow cabinet from 2016 to 2020, and as Shadow Secretary of State for Employment Rights and Protections under Keir Starmer before resigning in September 2021. He has been the Member of Parliament (MP) for Middlesbrough in the House of Commons since 2012.",TRUE,TRUE,
FN,Anne_Berest,birthName,,Anne Berest,"Anne Berest (born September 15, 1979) is a French writer and actress.",TRUE,TRUE,
FN,Anne_Louise_Hassing,birthName,,Anne Louise Hassing,Anne Louise Hassing (born 17 September 1967) is a Danish actress. She is best known for her roles in the films Pain of Love (1992) and The Idiots (1998).,TRUE,TRUE,
FP_different,Antonio_d%27Aquino,deathYear,1578,1627,Antonio d'Aquino (died 10 January 1578) was a Roman Catholic prelate who served as Archbishop of Taranto (1618-1627) and Bishop of Sarno (1595-1618).,TRUE,TRUE,
FP_new,Antonio_d%27Aquino,deathDate,1578-01-10,,Antonio d'Aquino (died 10 January 1578) was a Roman Catholic prelate who served as Archbishop of Taranto (1618-1627) and Bishop of Sarno (1595-1618).,TRUE,TRUE,
FN,Armanda_Berta_dos_Santos,birthName,,Armanda Berta dos Santos,"Armanda Berta dos Santos (born 11 October 1974) is an East Timorese politician, and the leader of the Kmanek Haburas Unidade Nasional Timor Oan (KHUNTO) political party. She is the more senior of East Timor's two incumbent Deputy Prime Ministers, serving since May 2020 under the VIII Constitutional Government of East Timor led by Taur Matan Ruak. She is also the incumbent Minister of Social Solidarity and Inclusion, serving in that position since the government was formed in June 2018.",TRUE,TRUE,
FP_new,Arthur_Paget_%28British_Army_officer%29,birthName,Arthur Henry Fitzroy Paget,,"General Sir Arthur Henry Fitzroy Paget, GCB, GCVO, PC (Ire) (1 March 1851 – 8 December 1928) was a soldier who reached the rank of General and served as Commander-in-Chief, Ireland, where he was partly responsible for the Curragh Incident.",TRUE,TRUE,
FP_new,Ashley_Lloyd,birthName,Ashley Luke Lloyd,,"Ashley Lloyd (billed as Ashley Luke Lloyd) (born 6 July 1991) is a British actor and dancer, who has performed in hit musical theatre shows such as Billy Elliot the Musical and Whistle Down the Wind. In 2012 Lloyd appeared in the new musical Loserville at the Garrick Theatre in London. Lloyd appeared in the Original London Cast of Dreamgirls at The Savoy Theatre and is now appearing in Saturday Night Fever at The Peacock Theatre in London. Fans of Hollyoaks might recognise Lloyd from the hit TV show playing Troy.",TRUE,FALSE,WV
FP_different,Ashley_Lloyd,label,Ashley Luke Lloyd,Ashley Lloyd,"Ashley Lloyd (billed as Ashley Luke Lloyd) (born 6 July 1991) is a British actor and dancer, who has performed in hit musical theatre shows such as Billy Elliot the Musical and Whistle Down the Wind. In 2012 Lloyd appeared in the new musical Loserville at the Garrick Theatre in London. Lloyd appeared in the Original London Cast of Dreamgirls at The Savoy Theatre and is now appearing in Saturday Night Fever at The Peacock Theatre in London. Fans of Hollyoaks might recognise Lloyd from the hit TV show playing Troy.",TRUE,FALSE,LCE
FN,Audu_Bako,birthYear,,1924,Audu Bako (1924–1980) was a Nigerian police officer and the first Governor of Kano State during the military regime of General Yakubu Gowon after the state was formed from part of Northern Region.,TRUE,TRUE,
FN,Audu_Bako,deathYear,,1980,Audu Bako (1924–1980) was a Nigerian police officer and the first Governor of Kano State during the military regime of General Yakubu Gowon after the state was formed from part of Northern Region.,TRUE,TRUE,
FN,Azumi_Asakura,birthName,,Azumi Yamamoto,"Azumi Yamamoto (山本 杏美, Yamamoto Azumi, born February 15, 1987), also known as Azumi Asakura (浅倉 杏美, Asakura Azumi), is a Japanese voice actress affiliated with Arts Vision.",TRUE,TRUE,
FP_different,Azumi_Asakura,birthName,Azumi Yamamoto Azumi,Azumi Yamamoto,"Azumi Yamamoto (山本 杏美, Yamamoto Azumi, born February 15, 1987), also known as Azumi Asakura (浅倉 杏美, Asakura Azumi), is a Japanese voice actress affiliated with Arts Vision.",FALSE,FALSE,SG
FN,Balzhan_Bultrikova,birthName,,Balzhan Böltırıkova,"Balzhan Bultrikova (Kazakh: Балжан Бөлтірікова; Baljan Böltırıkova, 15 November 1921 – 14 May 1998) was a Soviet and Kazakh teacher and politician who helped establish the diplomatic corps in the Kazakh Soviet Socialist Republic. She was the first woman to serve as Minister of Foreign Affairs and first Kazakh diplomat to participate in the General Assembly of the United Nations. She was honored with numerous medals and awards, including the Order of the Badge of Honour and the Order of the Red Banner of Labour.",TRUE,TRUE,
FN,Barbara_Kasten,birthYear,,1936,Barbara Kasten (born 1936) is an American artist from Chicago Illinois. Her work involves the use of abstract video and photograph projections.,TRUE,TRUE,
FN,Basiliscus,deathYear,,4701,"Basiliscus (Greek: Βασιλίσκος, Basilískos; died 476/477) was Eastern Roman emperor from 9 January 475 to August 476. He became magister militum per Thracias in 464, under his brother-in-law, Emperor Leo (r. 457–474). Basiliscus commanded the army for an invasion of the Vandal Kingdom in 468, which was defeated at the Battle of Cape Bon. There were accusations at the time that Basiliscus was bribed by Aspar, the magister militum; many historians dismiss this, instead concluding that Basiliscus was either incompetent or foolish for accepting Vandal King Gaiseric's offer of a truce, which the latter used to construct fireships. Basiliscus's defeat cost the Eastern Empire 130,000 pounds (59,000 kg) of gold, causing the empire to hover above bankruptcy for 30 years. When Basiliscus returned to",FALSE,FALSE,WV
FP_new,Basiliscus,birthYear,476,,"Basiliscus (Greek: Βασιλίσκος, Basilískos; died 476/477) was Eastern Roman emperor from 9 January 475 to August 476. He became magister militum per Thracias in 464, under his brother-in-law, Emperor Leo (r. 457–474). Basiliscus commanded the army for an invasion of the Vandal Kingdom in 468, which was defeated at the Battle of Cape Bon. There were accusations at the time that Basiliscus was bribed by Aspar, the magister militum; many historians dismiss this, instead concluding that Basiliscus was either incompetent or foolish for accepting Vandal King Gaiseric's offer of a truce, which the latter used to construct fireships. Basiliscus's defeat cost the Eastern Empire 130,000 pounds (59,000 kg) of gold, causing the empire to hover above bankruptcy for 30 years. When Basiliscus returned to",TRUE,TRUE,
FP_different,Basiliscus,deathYear,476,4701,"Basiliscus (Greek: Βασιλίσκος, Basilískos; died 476/477) was Eastern Roman emperor from 9 January 475 to August 476. He became magister militum per Thracias in 464, under his brother-in-law, Emperor Leo (r. 457–474). Basiliscus commanded the army for an invasion of the Vandal Kingdom in 468, which was defeated at the Battle of Cape Bon. There were accusations at the time that Basiliscus was bribed by Aspar, the magister militum; many historians dismiss this, instead concluding that Basiliscus was either incompetent or foolish for accepting Vandal King Gaiseric's offer of a truce, which the latter used to construct fireships. Basiliscus's defeat cost the Eastern Empire 130,000 pounds (59,000 kg) of gold, causing the empire to hover above bankruptcy for 30 years. When Basiliscus returned to",TRUE,TRUE,
FP_different,Basiliscus,deathYear,477,4701,"Basiliscus (Greek: Βασιλίσκος, Basilískos; died 476/477) was Eastern Roman emperor from 9 January 475 to August 476. He became magister militum per Thracias in 464, under his brother-in-law, Emperor Leo (r. 457–474). Basiliscus commanded the army for an invasion of the Vandal Kingdom in 468, which was defeated at the Battle of Cape Bon. There were accusations at the time that Basiliscus was bribed by Aspar, the magister militum; many historians dismiss this, instead concluding that Basiliscus was either incompetent or foolish for accepting Vandal King Gaiseric's offer of a truce, which the latter used to construct fireships. Basiliscus's defeat cost the Eastern Empire 130,000 pounds (59,000 kg) of gold, causing the empire to hover above bankruptcy for 30 years. When Basiliscus returned to",TRUE,TRUE,
FP_new,Basiliscus,birthDate,0476-01-09,,"Basiliscus (Greek: Βασιλίσκος, Basilískos; died 476/477) was Eastern Roman emperor from 9 January 475 to August 476. He became magister militum per Thracias in 464, under his brother-in-law, Emperor Leo (r. 457–474). Basiliscus commanded the army for an invasion of the Vandal Kingdom in 468, which was defeated at the Battle of Cape Bon. There were accusations at the time that Basiliscus was bribed by Aspar, the magister militum; many historians dismiss this, instead concluding that Basiliscus was either incompetent or foolish for accepting Vandal King Gaiseric's offer of a truce, which the latter used to construct fireships. Basiliscus's defeat cost the Eastern Empire 130,000 pounds (59,000 kg) of gold, causing the empire to hover above bankruptcy for 30 years. When Basiliscus returned to",FALSE,FALSE,AC
FP_new,Ben_Hill_Griffin_Jr%2E,birthName,Ben Hill Griffin Jr.,,"Ben Hill Griffin Jr. (October 20, 1910 – March 1, 1990) was a prominent American businessman, citrus producer, politician, and philanthropist who was a native and resident of Florida. He was an alumnus of the University of Florida, a former legislator, one-time candidate for governor, and a patron of college sports and higher education in Florida. Several of his grandchildren remain active in Florida politics. Griffin is the subject of the final chapter of John McPhee's work of creative nonfiction Oranges.",TRUE,TRUE,
FP_new,Benedykt_Kraskowski,deathDate,1944-12-16,,"Benedykt Kraskowski (1904, Biała Podlaska, Poland – 1944), was a Polish ""Righteous Among the Nations"" of German descent, with Jews he employed in his carpentry workshop. Kraskowski, who lived in Biala Podlaska, hid Jews and procured forged identity documents for them. For those in hiding who wished to join the partisans, he provided money and food. Kraskowski was killed by Ukrainian nationalists in 1944. On December 16, 1986, for saving Jews, he was posthumously recognized as a Righteous among the Nations by Yad Vashem, the highest honor given to a non-Jew.",FALSE,TRUE,
FN,Benedykt_Kraskowski,birthYear,,1904,"Benedykt Kraskowski (1904, Biała Podlaska, Poland – 1944), was a Polish ""Righteous Among the Nations"" of German descent, with Jews he employed in his carpentry workshop. Kraskowski, who lived in Biala Podlaska, hid Jews and procured forged identity documents for them. For those in hiding who wished to join the partisans, he provided money and food. Kraskowski was killed by Ukrainian nationalists in 1944. On December 16, 1986, for saving Jews, he was posthumously recognized as a Righteous among the Nations by Yad Vashem, the highest honor given to a non-Jew.",TRUE,TRUE,
FN,Benedykt_Kraskowski,deathYear,,1944,"Benedykt Kraskowski (1904, Biała Podlaska, Poland – 1944), was a Polish ""Righteous Among the Nations"" of German descent, with Jews he employed in his carpentry workshop. Kraskowski, who lived in Biala Podlaska, hid Jews and procured forged identity documents for them. For those in hiding who wished to join the partisans, he provided money and food. Kraskowski was killed by Ukrainian nationalists in 1944. On December 16, 1986, for saving Jews, he was posthumously recognized as a Righteous among the Nations by Yad Vashem, the highest honor given to a non-Jew.",TRUE,TRUE,
FP_new,Benjamin_F%2E_Deming,birthName,Benjamin F.Deming,,"Benjamin F. Deming (August 12, 1790 – July 11, 1834) was an American merchant and politician. He served as a U.S. Representative from Vermont.",FALSE,TRUE,
FN,Bernadeta_Bocek-Piotrowska,birthName,,Bernadeta Maria Bocek-Piotrowska,"Bernadeta Maria Bocek-Piotrowska (born March 11, 1970 in Istebna) is a Polish former cross-country skier who competed in the early 1990s. In the Olympics she was competing in 5, 15 and 30 km races, the 5 + 10 km pursuit and the 4 × 5 km relays. She took part in the 1992 Winter Olympics in Albertville with her best result being a 10th rank in women's 4 × 5 km relay. She finished eighth in the 4 × 5 km relay at the 1994 Winter Olympics in Lillehammer. In 1993 she was seventh in the 30 km race during world championships in Falun. In the 1998 Winter Olympics in Nagano the 4 × 5 km relay team became 13th, which was her best result in this games.",TRUE,TRUE,
FP_new,Beth_Campbell_%28jurist%29,label,Beth Campbell,,Lisbeth Campbell is a Magistrate of the Australian Capital Territory. She was sworn in as a Magistrate on 5 August 1998. She is the second woman to be appointed as a magistrate in the Australian Capital Territory.,TRUE,FALSE,ICE
FN,Beth_Campbell_%28jurist%29,birthName,,Lisbeth Campbell,Lisbeth Campbell is a Magistrate of the Australian Capital Territory. She was sworn in as a Magistrate on 5 August 1998. She is the second woman to be appointed as a magistrate in the Australian Capital Territory.,TRUE,TRUE,
FP_new,Beth_Campbell_%28jurist%29,birthDate,1998-08-05,,Lisbeth Campbell is a Magistrate of the Australian Capital Territory. She was sworn in as a Magistrate on 5 August 1998. She is the second woman to be appointed as a magistrate in the Australian Capital Territory.,TRUE,FALSE,WV
FP_new,Beth_Campbell_%28jurist%29,birthYear,1998,,Lisbeth Campbell is a Magistrate of the Australian Capital Territory. She was sworn in as a Magistrate on 5 August 1998. She is the second woman to be appointed as a magistrate in the Australian Capital Territory.,TRUE,FALSE,WV
FP_different,Beth_Campbell_%28jurist%29,birthName,Beth Campbell,Lisbeth Campbell,Lisbeth Campbell is a Magistrate of the Australian Capital Territory. She was sworn in as a Magistrate on 5 August 1998. She is the second woman to be appointed as a magistrate in the Australian Capital Territory.,TRUE,FALSE,ICE
FN,Beverly_L%2E_Clarke,birthName,,Beverly Leonidas Clarke,"Beverly Leonidas Clarke (February 11, 1809 – March 17, 1860) was a U.S. Representative from Kentucky. He was known for his ""sterling integrity, gentlemanly manners, and polished oratory.""",TRUE,TRUE,
FN,Bill_Schmidt,birthDate,,1947-12-29,"Bill Schmidt (born December 29, 1947) is a retired male American javelin thrower from the Pittsburgh suburb of Southview, Pennsylvania. He is the son of Helen and Louis Schmidt, and won the bronze medal at the 1972 Summer Olympics. His dad was born in Germany and came to the United States at the age of 7. His dad was a coal miner for 29 years and marched with John L Lewis, the UMW organizer and President. Bill is the youngest of seven children, six boys and one girl. He has an identical twin named Bob Schmidt. In 2013 Schmidt was inducted into the Greater Knoxville Sports Hall of Fame.",TRUE,TRUE,
FN,Bill_Schmidt,birthYear,,1947,"Bill Schmidt (born December 29, 1947) is a retired male American javelin thrower from the Pittsburgh suburb of Southview, Pennsylvania. He is the son of Helen and Louis Schmidt, and won the bronze medal at the 1972 Summer Olympics. His dad was born in Germany and came to the United States at the age of 7. His dad was a coal miner for 29 years and marched with John L Lewis, the UMW organizer and President. Bill is the youngest of seven children, six boys and one girl. He has an identical twin named Bob Schmidt. In 2013 Schmidt was inducted into the Greater Knoxville Sports Hall of Fame.",TRUE,TRUE,
FN,Bj%C3%B8rn_Alterhaug,birthDate,,1945-06-03,"Bjørn Alterhaug (born 3 June 1945) is a Norwegian jazz bassist, arranger, composer and professor of music.",TRUE,TRUE,
FN,Bj%C3%B8rn_Alterhaug,birthYear,,1945,"Bjørn Alterhaug (born 3 June 1945) is a Norwegian jazz bassist, arranger, composer and professor of music.",TRUE,TRUE,
FN,Bob_Franklin_%28comedian%29,birthName,,Robert Andrew Franklin,"Robert Andrew Franklin (born 1965), is a Hillingdon, London-born, Welsh raised, comedian who has lived in Australia since 1989.",TRUE,TRUE,
FP_new,Bob_Franklin_%28comedian%29,birthYear,1965,,"Robert Andrew Franklin (born 1965), is a Hillingdon, London-born, Welsh raised, comedian who has lived in Australia since 1989.",TRUE,TRUE,
FN,Bob_Goen,label,,Bob Goen,"Robert Kuehl Goen (born December 1, 1954) is an American game show emcee and television personality, best known for his work on Entertainment Tonight between 1993 and 2004 and as the fourth and final host of the daytime Wheel of Fortune from 1989 to 1991.",TRUE,TRUE,
FP_different,Bob_Goen,label,Bob Kuehl Goen,Bob Goen,"Robert Kuehl Goen (born December 1, 1954) is an American game show emcee and television personality, best known for his work on Entertainment Tonight between 1993 and 2004 and as the fourth and final host of the daytime Wheel of Fortune from 1989 to 1991.",TRUE,FALSE,LCE
FP_new,Bob_Peak,birthName,Robert M.Peak,,"Robert M. Peak (May 30, 1927 – August 1, 1992) was an American commercial illustrator. He is best known for his developments in the design of the modern film poster. His artwork has been on the cover of Time magazine, TV Guide, and Sports Illustrated. He also illustrated advertisements and U.S. postage stamps.",FALSE,TRUE,
FP_different,Bojan_Krki%C4%87,label,Bojan Krkić Pérez,Bojan Krkić,"Bojan Krkić Pérez (Spanish pronunciation: [ˈboʝaŋ ˈkiɾkitʃ ˈpeɾeθ]; Serbian Cyrillic: Бојан Кркић Перез, pronounced [bǒjan kr̩̂kitɕ pěrez]; born 28 August 1990), also known as simply Bojan, is a Spanish footballer who plays as a forward for J1 League club Vissel Kobe. Roma did not exercise their option of an additional €28 million to sign Bojan definitively, and so Barcelona re-signed him for €13 million. He spent the 2013–14 season on loan at Dutch club Ajax with whom he helped win the Eredivisie title. In July 2014, Bojan joined English club Stoke City for €1.8 million.",TRUE,FALSE,LCE
FN,Bona_%28singer%29,birthName,,Kim Ji-yeon,"Kim Ji-yeon (Korean: 김지연; born August 19, 1995), better known by her stage name Bona, is a South Korean singer and actress. She is a member of the South Korean-Chinese girl group WJSN, and also its sub-unit WJSN The Black. She made her acting debut in the KBS2 drama Hit the Top (2017), and was cast as the female lead in the teen drama Girls' Generation 1979 (2018). Most recently, Bona gained recognition for her portrayal as world champion and gold medalist fencer Ko Yu-rim in the tvN drama Twenty-Five Twenty-One (2022).",TRUE,TRUE,
FN,Bonnie_Bassler,birthName,,Bonnie Lynn Bassler,"Bonnie Lynn Bassler (born 1962) is an American molecular biologist; the Squibb Professor in Molecular Biology and chair of the Department of Molecular Biology at Princeton University; and a Howard Hughes Medical Institute Investigator. She has researched cell-to-cell chemical communication in bacteria and discovered key insights into the mechanism by which bacteria communicate, known as quorum sensing. She has contributed to the idea that disruption of chemical signaling can be used as an antimicrobial therapy.",TRUE,TRUE,
FN,Bonnie_Bassler,birthYear,,1962,"Bonnie Lynn Bassler (born 1962) is an American molecular biologist; the Squibb Professor in Molecular Biology and chair of the Department of Molecular Biology at Princeton University; and a Howard Hughes Medical Institute Investigator. She has researched cell-to-cell chemical communication in bacteria and discovered key insights into the mechanism by which bacteria communicate, known as quorum sensing. She has contributed to the idea that disruption of chemical signaling can be used as an antimicrobial therapy.",TRUE,TRUE,
FN,Brian_Baumgartner,birthName,,Brian Baumgartner,"Brian Baumgartner (born November 29, 1972) is an American actor. He is best known for playing Kevin Malone, a character in the NBC sitcom The Office (2005–2013).",TRUE,TRUE,
