type,ent_uri,pred,val_pred,val_gold,abs,found,verif,reason
FP_new,Adolphe_Menjou,label,Adolphe Jean Menjou,,"Adolphe Jean Menjou (February 18, 1890 – October 29, 1963) was an American actor. His career spanned both silent films and talkies. He appeared in such films as Charlie Chaplin's A Woman of Paris, where he played the lead role; Stanley Kubrick's Paths of Glory with Kirk Douglas; Ernst Lubitsch's The Marriage Circle; The Sheik with Rudolph Valentino; Morocco with Marlene Dietrich and Gary Cooper; and A Star Is Born with Janet Gaynor and Fredric March, and was nominated for an Academy Award for The Front Page in 1931.",TRUE,FALSE,LCE
FP_new,Adolphe_Menjou,label,Adolphe Menjou,,"Adolphe Jean Menjou (February 18, 1890 – October 29, 1963) was an American actor. His career spanned both silent films and talkies. He appeared in such films as Charlie Chaplin's A Woman of Paris, where he played the lead role; Stanley Kubrick's Paths of Glory with Kirk Douglas; Ernst Lubitsch's The Marriage Circle; The Sheik with Rudolph Valentino; Morocco with Marlene Dietrich and Gary Cooper; and A Star Is Born with Janet Gaynor and Fredric March, and was nominated for an Academy Award for The Front Page in 1931.",TRUE,TRUE,
FP_new,Aguk_Shain,birthYear,8th-century,,"Aguk Shain was an 8th-century Chechen commander in the Arab-Khazar Wars. Shain is mentioned in the book Yu Aidaeva ""Chechens: Past and Present"", where he is described as the head of the Chechen-auhovtsev (auharov), which was involved in the Khazar wars with the Arabs. He was, the author assumes, the second person in the Khazar army. In addition, excavations on the outskirts of the Giachalk (Khazar-Kala) village show that he had close economic ties with Khazars. Shain led some of the Khazar troops. This confirmed the inclusion of Chechens in the Khazar Khanate, to which they were loyal.",TRUE,FALSE,DFE
FP_different,Ahmet_Cevdet_Oran,birthYear,1861,1862,"Ahmet Cevdet Oran (mostly known as Ahmet Cevdet; 1862–27 May 1935) was a Turkish journalist who founded an influential newspaper, İkdam which was in circulation between 1894 and 1928. He was one of the early Turkish journalists who employed pure Turkish instead of Ottoman Turkish in his writings.",FALSE,FALSE,FH
FN,AKM_Jahangir_Hossain,deathDate,,2020-12-24,AKM Jahangir Hossain (1954 – 24 December 2020) was a Bangladesh Awami League politician and a 4-term Jatiya Sangsad member representing the Patuakhali-3 constituency.,TRUE,TRUE,
FP_different,Ahmet_Cevdet_Oran,birthYear,1863,1862,"Ahmet Cevdet Oran (mostly known as Ahmet Cevdet; 1862–27 May 1935) was a Turkish journalist who founded an influential newspaper, İkdam which was in circulation between 1894 and 1928. He was one of the early Turkish journalists who employed pure Turkish instead of Ottoman Turkish in his writings.",FALSE,FALSE,FH
FN,Alejandro_Colunga,birthName,,Alejandro Colunga Marín,"Alejandro Colunga Marín is a Mexican artist, painter and sculptor.",TRUE,TRUE,
FP_different,Ahmet_Cevdet_Oran,birthYear,1865,1862,"Ahmet Cevdet Oran (mostly known as Ahmet Cevdet; 1862–27 May 1935) was a Turkish journalist who founded an influential newspaper, İkdam which was in circulation between 1894 and 1928. He was one of the early Turkish journalists who employed pure Turkish instead of Ottoman Turkish in his writings.",FALSE,FALSE,FH
FP_different,Akhmet_Baitursynov,label,Akhmet Baitursynuly,Akhmet Baitursynov,"Ahmet Baitursynuly (Kazakh: Ахметт Байтұрсынұлы, أحمد بيتورسينولي, romanized: Ahmed Baitūrsynūly; Russified: Ахмет Байтурсынов) (c. 5 September 1873 — 8 December 1937) was a Kazakh intellectual who worked in the fields of politics, poetry, linguistics and education.",TRUE,FALSE,WV
FN,Alexander_Macdonald%2C_17th_of_Keppoch,deathYear,,1746,"Alexander Macdonald, 17th of Keppoch (died 1746) was a Scottish clan chief, military officer, and prominent Jacobite who took part in both the 1715 and 1745 Jacobite risings. He was killed at the Battle of Culloden leading a regiment composed largely of members of his clan, the Macdonalds of Keppoch. Some genealogies give him the title 16th of Keppoch, following a previous dispute of succession.",TRUE,TRUE,
FP_new,Akhmet_Baitursynov,alias,Akhmet Baitursynuly,,"Ahmet Baitursynuly (Kazakh: Ахметт Байтұрсынұлы, أحمد بيتورسينولي, romanized: Ahmed Baitūrsynūly; Russified: Ахмет Байтурсынов) (c. 5 September 1873 — 8 December 1937) was a Kazakh intellectual who worked in the fields of politics, poetry, linguistics and education.",FALSE,TRUE,
FN,Almanzo_Wilder,birthName,,Almanzo James Wilder,"Almanzo James Wilder (/ælˈmænzoʊ ˈwaɪldər/; February 13, 1857 – October 23, 1949) was the husband of Laura Ingalls Wilder and the father of Rose Wilder Lane, both noted authors.",TRUE,TRUE,
FP_new,Akhmet_Baitursynov,alias,Akhmet Baitursynov,,"Ahmet Baitursynuly (Kazakh: Ахметт Байтұрсынұлы, أحمد بيتورسينولي, romanized: Ahmed Baitūrsynūly; Russified: Ахмет Байтурсынов) (c. 5 September 1873 — 8 December 1937) was a Kazakh intellectual who worked in the fields of politics, poetry, linguistics and education.",TRUE,TRUE,
FN,Amy_Brandon_Thomas,birthName,,Amy Marguerite Brandon Thomas,Amy Marguerite Brandon Thomas (9 March 1890 – 6 May 1974) was an English film and stage actress. She was the daughter of the playwright Brandon Thomas. She is also known as Amy Brandon-Thomas.,TRUE,TRUE,
FP_new,Akiyasu_Motohashi,birthYear,1964,,Akiyasu Motohashi is a former Grand Prix motorcycle road racer from Japan. Motohashi began his Grand Prix career in 1964 with Yamaha. He enjoyed his best season in 1966 when he finished the season in eighth place in the 125cc world championship.,TRUE,FALSE,FH
FN,Andrew_Constantinides_Zenos,birthName,,Andrew Constantinides Zenos,"Andrew Constantinides Zenos (Greek: Ανδρέας Κωνσταντινίδης Ξένος; August 13, 1855 – January 25, 1942) was a Presbyterian minister, author, translator, professor, and lecturer. He spoke eleven languages including Greek, Latin, and Hebrew. He wrote a large number of books about theology. He spent most of his career at McCormick Theological Seminary in Chicago. He was dean of the institution from 1920 to 1934. He is one of three notable Greek-American ministers in the United States during the 19th century. The other two were abolitionists John Celivergos Zachos and Photius Fisk. He frequently lectured across the United States.",TRUE,TRUE,
FP_new,Al-Muhtadi,deathDate,0870-06-21,,"Abū Isḥāq Muḥammad ibn al-Wāthiq (Arabic: أبو إسحاق محمد بن هارون الواثق) (833 – 21 June 870), better known by his regnal name Al-Muhtadī bi-'llāh (Arabic: المهتدي بالله, ""Guided by God""), was the Caliph of the Abbasid Caliphate from July 869 to June 870, during the ""Anarchy at Samarra"".",TRUE,FALSE,AC
FP_new,Al-Muhtadi,birthYear,833,,"Abū Isḥāq Muḥammad ibn al-Wāthiq (Arabic: أبو إسحاق محمد بن هارون الواثق) (833 – 21 June 870), better known by his regnal name Al-Muhtadī bi-'llāh (Arabic: المهتدي بالله, ""Guided by God""), was the Caliph of the Abbasid Caliphate from July 869 to June 870, during the ""Anarchy at Samarra"".",TRUE,TRUE,
FP_different,Al-Muhtadi,deathYear,870,8701,"Abū Isḥāq Muḥammad ibn al-Wāthiq (Arabic: أبو إسحاق محمد بن هارون الواثق) (833 – 21 June 870), better known by his regnal name Al-Muhtadī bi-'llāh (Arabic: المهتدي بالله, ""Guided by God""), was the Caliph of the Abbasid Caliphate from July 869 to June 870, during the ""Anarchy at Samarra"".",TRUE,TRUE,
FP_different,Al-Muhtadi,label,Al-Muhtadī,Al-Muhtadi,"Abū Isḥāq Muḥammad ibn al-Wāthiq (Arabic: أبو إسحاق محمد بن هارون الواثق) (833 – 21 June 870), better known by his regnal name Al-Muhtadī bi-'llāh (Arabic: المهتدي بالله, ""Guided by God""), was the Caliph of the Abbasid Caliphate from July 869 to June 870, during the ""Anarchy at Samarra"".",TRUE,FALSE,TMI
FN,Andrew_Lang_Petrie,birthName,,Andrew Lang Petrie,"Andrew Lang Petrie (25 June 1854 – 1 April 1928) was a builder, stonemason and politician in Queensland, Australia. He was a Member of the Queensland Legislative Assembly.",TRUE,TRUE,
FP_new,Al-Muhtadi,alias,Abū Isḥāq Muḥammad ibn al-Wāthiq,,"Abū Isḥāq Muḥammad ibn al-Wāthiq (Arabic: أبو إسحاق محمد بن هارون الواثق) (833 – 21 June 870), better known by his regnal name Al-Muhtadī bi-'llāh (Arabic: المهتدي بالله, ""Guided by God""), was the Caliph of the Abbasid Caliphate from July 869 to June 870, during the ""Anarchy at Samarra"".",TRUE,FALSE,WV
FP_new,Albert_Geary,label,Albert Geary,,"Albert Charles Taylor Geary (11 September 1900 – 23 January 1989) was an English cricketer. Geary was a right-handed batsman who bowled right-arm medium-fast. He was born in East Croydon, London. Having played for the Surrey Second XI since 1921 in the Minor Counties Championship, he made his first-class debut for Surrey against Somerset in the 1922 County Championship. It wouldn't be until the 1925 season that he became more of a regular starter in the Surrey XI. By the time he played his final first-class match against Lancashire in the 1931 County Championship, he had made 90 first-class appearances. Geary's role within the team was as a bowler, in his 90 first-class matches he took 198 wickets at an average of 30.64, with best figures of 6/50. These figures, one of six five wicket haul",TRUE,TRUE,
FP_new,Albert_Geary,label,Albert Charles Taylor Geary,,"Albert Charles Taylor Geary (11 September 1900 – 23 January 1989) was an English cricketer. Geary was a right-handed batsman who bowled right-arm medium-fast. He was born in East Croydon, London. Having played for the Surrey Second XI since 1921 in the Minor Counties Championship, he made his first-class debut for Surrey against Somerset in the 1922 County Championship. It wouldn't be until the 1925 season that he became more of a regular starter in the Surrey XI. By the time he played his final first-class match against Lancashire in the 1931 County Championship, he had made 90 first-class appearances. Geary's role within the team was as a bowler, in his 90 first-class matches he took 198 wickets at an average of 30.64, with best figures of 6/50. These figures, one of six five wicket haul",TRUE,FALSE,LCE
FN,Andy_McDonald_%28politician%29,birthName,,Andrew Joseph McDonald,"Andrew Joseph McDonald (born 8 March 1958) is a British Labour politician and solicitor. He served as Shadow Secretary of State for Transport in Jeremy Corbyn's shadow cabinet from 2016 to 2020, and as Shadow Secretary of State for Employment Rights and Protections under Keir Starmer before resigning in September 2021. He has been the Member of Parliament (MP) for Middlesbrough in the House of Commons since 2012.",TRUE,TRUE,
FP_new,Albert_Prince-Cox,label,Albert Prince-Cox,,"Captain Albert James Prince-Cox (8 August 1890 – 26 October 1967) was an English football manager, player and referee, boxer, boxing promoter and a fellow of the Royal Meteorological Society. Prince-Cox became the Secretary-manager of Bristol Rovers in 1930. At the time of his appointment the club were struggling financially, but he was credited with turning the situation around through his use of the player transfer market to buy and sell players for a profit. He left The Pirates (a nickname that he introduced, along with the team's blue and white quartered shirts, which are still worn today) in 1936. He then spent two years working as a full-time boxing promoter, before being appointed as manager of Gloucester City in 1938, at which point he was one of the best-known sporting figures in",TRUE,TRUE,
FN,Anne_Berest,birthName,,Anne Berest,"Anne Berest (born September 15, 1979) is a French writer and actress.",TRUE,TRUE,
FP_new,Albert_Prince-Cox,label,Albert James Prince-Cox,,"Captain Albert James Prince-Cox (8 August 1890 – 26 October 1967) was an English football manager, player and referee, boxer, boxing promoter and a fellow of the Royal Meteorological Society. Prince-Cox became the Secretary-manager of Bristol Rovers in 1930. At the time of his appointment the club were struggling financially, but he was credited with turning the situation around through his use of the player transfer market to buy and sell players for a profit. He left The Pirates (a nickname that he introduced, along with the team's blue and white quartered shirts, which are still worn today) in 1936. He then spent two years working as a full-time boxing promoter, before being appointed as manager of Gloucester City in 1938, at which point he was one of the best-known sporting figures in",TRUE,FALSE,LCE
FP_new,Alejandro_Colunga,birthYear,1925,,"Alejandro Colunga Marín is a Mexican artist, painter and sculptor.",FALSE,FALSE,FH
FP_new,Alejandro_Colunga,birthYear,1910,,"Alejandro Colunga Marín is a Mexican artist, painter and sculptor.",FALSE,FALSE,FH
FP_new,Alejandro_Colunga,birthYear,1943,,"Alejandro Colunga Marín is a Mexican artist, painter and sculptor.",FALSE,FALSE,FH
FN,Anne_Louise_Hassing,birthName,,Anne Louise Hassing,Anne Louise Hassing (born 17 September 1967) is a Danish actress. She is best known for her roles in the films Pain of Love (1992) and The Idiots (1998).,TRUE,TRUE,
FN,Antonio_d%27Aquino,deathYear,,1627,Antonio d'Aquino (died 10 January 1578) was a Roman Catholic prelate who served as Archbishop of Taranto (1618-1627) and Bishop of Sarno (1595-1618).,TRUE,FALSE,FH
FP_new,Alejandro_Colunga,birthYear,1949,,"Alejandro Colunga Marín is a Mexican artist, painter and sculptor.",FALSE,FALSE,FH
FN,Arash_Borhani,birthDate,,1983-09-14,"Arash Borhani (Persian: آرش برهانی; born 14 September 1983 in Kerman, Iran) is a retired Iranian football player and coach. He is the all-time top goal scorer of Esteghlal and also the second all-time top goal scorer in Iran's Premier Football League. He was the top goal scorer of 2008–09 Iran's Premier Football League. He was also a member of the Iran national football team. Borhani won a bronze medal in 2006 Asian Games with Iran national under-23 football team.",TRUE,TRUE,
FP_new,Alejandro_Colunga,birthYear,1935,,"Alejandro Colunga Marín is a Mexican artist, painter and sculptor.",FALSE,FALSE,FH
FP_new,Alexander_Macdonald%2C_17th_of_Keppoch,birthYear,1746,,"Alexander Macdonald, 17th of Keppoch (died 1746) was a Scottish clan chief, military officer, and prominent Jacobite who took part in both the 1715 and 1745 Jacobite risings. He was killed at the Battle of Culloden leading a regiment composed largely of members of his clan, the Macdonalds of Keppoch. Some genealogies give him the title 16th of Keppoch, following a previous dispute of succession.",TRUE,FALSE,FH
FP_different,Alexander_Macdonald%2C_17th_of_Keppoch,label,Alexander Macdonald,"Alexander Macdonald, 17th of Keppoch","Alexander Macdonald, 17th of Keppoch (died 1746) was a Scottish clan chief, military officer, and prominent Jacobite who took part in both the 1715 and 1745 Jacobite risings. He was killed at the Battle of Culloden leading a regiment composed largely of members of his clan, the Macdonalds of Keppoch. Some genealogies give him the title 16th of Keppoch, following a previous dispute of succession.",TRUE,FALSE,ICE
FP_new,Alexander_Macdonald%2C_17th_of_Keppoch,birthYear,1715,,"Alexander Macdonald, 17th of Keppoch (died 1746) was a Scottish clan chief, military officer, and prominent Jacobite who took part in both the 1715 and 1745 Jacobite risings. He was killed at the Battle of Culloden leading a regiment composed largely of members of his clan, the Macdonalds of Keppoch. Some genealogies give him the title 16th of Keppoch, following a previous dispute of succession.",TRUE,FALSE,WV
FP_new,Alioune_Ba_%28footballer%29,label,Alioune Ba,,Alioune Ba (born 7 May 1989) is a French professional footballer who plays as a defender.,TRUE,FALSE,ICE
FP_new,Allan_Potts,label,Allan W.Potts,,"Allan W. Potts (May 14, 1904 – November 5, 1952) was an American who competed in the 1932 Winter Olympics and in the 1936 Winter Olympics. Inducted May 18, 1967, at Detroit, Michigan, into The National Speedskating Hall of Fame and also once known as The Fastest Human. He was born in Brooklyn and died in New York City. In 1932 he participated in the 500 metres event but was eliminated in the heats.",FALSE,FALSE,LCE
FP_new,Almanzo_Wilder,label,Almanzo James Wilder,,"Almanzo James Wilder (/ælˈmænzoʊ ˈwaɪldər/; February 13, 1857 – October 23, 1949) was the husband of Laura Ingalls Wilder and the father of Rose Wilder Lane, both noted authors.",TRUE,FALSE,LCE
FP_new,Almanzo_Wilder,label,Almanzo Wilder,,"Almanzo James Wilder (/ælˈmænzoʊ ˈwaɪldər/; February 13, 1857 – October 23, 1949) was the husband of Laura Ingalls Wilder and the father of Rose Wilder Lane, both noted authors.",TRUE,TRUE,
FP_new,Amber_Hunt_%28journalist%29,label,Amber Hunt,,"Amber Hunt (born August 26, 1978) is an American journalist, podcaster, and author known for reporting on true crime. She is the host and co-creator of three true crime podcasts, Accused, Aftermath, and Crimes of the Centuries and has published four true crime books. As of February 2020, she works as an investigative reporter at The Cincinnati Enquirer.",TRUE,FALSE,ICE
FP_new,Anat_Fabrikant,birthName,Anat Fabrikant-Kreiz,,"Anat Fabrikant-Kreiz (ענת פבריקנט; born September 14, 1975) is an Israeli former Olympic competitive sailor.",TRUE,TRUE,
FN,Armanda_Berta_dos_Santos,birthName,,Armanda Berta dos Santos,"Armanda Berta dos Santos (born 11 October 1974) is an East Timorese politician, and the leader of the Kmanek Haburas Unidade Nasional Timor Oan (KHUNTO) political party. She is the more senior of East Timor's two incumbent Deputy Prime Ministers, serving since May 2020 under the VIII Constitutional Government of East Timor led by Taur Matan Ruak. She is also the incumbent Minister of Social Solidarity and Inclusion, serving in that position since the government was formed in June 2018.",TRUE,TRUE,
FP_new,Andr%C3%A9s_Avelino_C%C3%A1ceres,birthName,Andrés Avelino Cáceres Dorregaray,,"Andrés Avelino Cáceres Dorregaray (November 10, 1836 – October 10, 1923) served as the President of Peru two times during the 19th century, from 1886 to 1890 as the 27th President of Peru, and again from 1894 to 1895 as the 30th President of Peru. In Peru, he is considered a national hero for leading the resistance to Chilean occupation during the War of the Pacific (1879–1883), where he fought as a General in the Peruvian Army.",TRUE,TRUE,
FP_new,Andy_Masi,birthYear,1961,,"Andy Masi is an American entrepreneur, real estate developer, and business executive. With Andrew Sasson, he co-founded The Light Group, which was sold to the Hakkasan Group in 2014. In 2015, he founded Clique Hospitality, another hospitality and entertainment management firm. The company operates numerous bars, clubs, and restaurants, most of which are located in hotels.",FALSE,FALSE,FH
FP_new,Andy_Masi,birthYear,2014,,"Andy Masi is an American entrepreneur, real estate developer, and business executive. With Andrew Sasson, he co-founded The Light Group, which was sold to the Hakkasan Group in 2014. In 2015, he founded Clique Hospitality, another hospitality and entertainment management firm. The company operates numerous bars, clubs, and restaurants, most of which are located in hotels.",TRUE,FALSE,WV
FN,Audu_Bako,deathYear,,1980,Audu Bako (1924–1980) was a Nigerian police officer and the first Governor of Kano State during the military regime of General Yakubu Gowon after the state was formed from part of Northern Region.,TRUE,TRUE,
FP_new,Andy_Masi,birthYear,1916,,"Andy Masi is an American entrepreneur, real estate developer, and business executive. With Andrew Sasson, he co-founded The Light Group, which was sold to the Hakkasan Group in 2014. In 2015, he founded Clique Hospitality, another hospitality and entertainment management firm. The company operates numerous bars, clubs, and restaurants, most of which are located in hotels.",FALSE,FALSE,FH
FN,Azumi_Asakura,birthName,,Azumi Yamamoto,"Azumi Yamamoto (山本 杏美, Yamamoto Azumi, born February 15, 1987), also known as Azumi Asakura (浅倉 杏美, Asakura Azumi), is a Japanese voice actress affiliated with Arts Vision.",TRUE,TRUE,
FP_new,Andy_Masi,birthYear,1935,,"Andy Masi is an American entrepreneur, real estate developer, and business executive. With Andrew Sasson, he co-founded The Light Group, which was sold to the Hakkasan Group in 2014. In 2015, he founded Clique Hospitality, another hospitality and entertainment management firm. The company operates numerous bars, clubs, and restaurants, most of which are located in hotels.",FALSE,FALSE,FH
FP_new,Andy_Masi,birthYear,2001,,"Andy Masi is an American entrepreneur, real estate developer, and business executive. With Andrew Sasson, he co-founded The Light Group, which was sold to the Hakkasan Group in 2014. In 2015, he founded Clique Hospitality, another hospitality and entertainment management firm. The company operates numerous bars, clubs, and restaurants, most of which are located in hotels.",FALSE,FALSE,FH
FN,Balzhan_Bultrikova,birthName,,Balzhan Böltırıkova,"Balzhan Bultrikova (Kazakh: Балжан Бөлтірікова; Baljan Böltırıkova, 15 November 1921 – 14 May 1998) was a Soviet and Kazakh teacher and politician who helped establish the diplomatic corps in the Kazakh Soviet Socialist Republic. She was the first woman to serve as Minister of Foreign Affairs and first Kazakh diplomat to participate in the General Assembly of the United Nations. She was honored with numerous medals and awards, including the Order of the Badge of Honour and the Order of the Red Banner of Labour.",TRUE,TRUE,
FP_new,Andy_McDonald_%28politician%29,label,Andy Joseph McDonald,,"Andrew Joseph McDonald (born 8 March 1958) is a British Labour politician and solicitor. He served as Shadow Secretary of State for Transport in Jeremy Corbyn's shadow cabinet from 2016 to 2020, and as Shadow Secretary of State for Employment Rights and Protections under Keir Starmer before resigning in September 2021. He has been the Member of Parliament (MP) for Middlesbrough in the House of Commons since 2012.",TRUE,FALSE,WV
FP_new,Andy_McDonald_%28politician%29,label,Andy McDonald,,"Andrew Joseph McDonald (born 8 March 1958) is a British Labour politician and solicitor. He served as Shadow Secretary of State for Transport in Jeremy Corbyn's shadow cabinet from 2016 to 2020, and as Shadow Secretary of State for Employment Rights and Protections under Keir Starmer before resigning in September 2021. He has been the Member of Parliament (MP) for Middlesbrough in the House of Commons since 2012.",TRUE,FALSE,ICE
FP_new,Andy_McLaren_%28footballer%2C_born_1922%29,label,Andy McLaren,,Andrew McLaren (24 January 1922 – 14 December 1996) was a Scottish professional footballer who played as an inside forward. He was on the books of a number of teams in The Football League.,TRUE,FALSE,ICE
FN,Basiliscus,deathYear,,4701,"Basiliscus (Greek: Βασιλίσκος, Basilískos; died 476/477) was Eastern Roman emperor from 9 January 475 to August 476. He became magister militum per Thracias in 464, under his brother-in-law, Emperor Leo (r. 457–474). Basiliscus commanded the army for an invasion of the Vandal Kingdom in 468, which was defeated at the Battle of Cape Bon. There were accusations at the time that Basiliscus was bribed by Aspar, the magister militum; many historians dismiss this, instead concluding that Basiliscus was either incompetent or foolish for accepting Vandal King Gaiseric's offer of a truce, which the latter used to construct fireships. Basiliscus's defeat cost the Eastern Empire 130,000 pounds (59,000 kg) of gold, causing the empire to hover above bankruptcy for 30 years. When Basiliscus returned to",FALSE,FALSE,WV
FN,Bernadeta_Bocek-Piotrowska,birthName,,Bernadeta Maria Bocek-Piotrowska,"Bernadeta Maria Bocek-Piotrowska (born March 11, 1970 in Istebna) is a Polish former cross-country skier who competed in the early 1990s. In the Olympics she was competing in 5, 15 and 30 km races, the 5 + 10 km pursuit and the 4 × 5 km relays. She took part in the 1992 Winter Olympics in Albertville with her best result being a 10th rank in women's 4 × 5 km relay. She finished eighth in the 4 × 5 km relay at the 1994 Winter Olympics in Lillehammer. In 1993 she was seventh in the 30 km race during world championships in Falun. In the 1998 Winter Olympics in Nagano the 4 × 5 km relay team became 13th, which was her best result in this games.",TRUE,TRUE,
FP_new,Antonio_d%27Aquino,birthDate,1578-01-10,,Antonio d'Aquino (died 10 January 1578) was a Roman Catholic prelate who served as Archbishop of Taranto (1618-1627) and Bishop of Sarno (1595-1618).,TRUE,FALSE,WV
FP_new,Antonio_d%27Aquino,birthYear,1578,,Antonio d'Aquino (died 10 January 1578) was a Roman Catholic prelate who served as Archbishop of Taranto (1618-1627) and Bishop of Sarno (1595-1618).,TRUE,FALSE,WV
FP_new,Antonio_d%27Aquino,deathDate,1578-01-10,,Antonio d'Aquino (died 10 January 1578) was a Roman Catholic prelate who served as Archbishop of Taranto (1618-1627) and Bishop of Sarno (1595-1618).,TRUE,TRUE,
FP_new,Antonio_d%27Aquino,birthYear,1618,,Antonio d'Aquino (died 10 January 1578) was a Roman Catholic prelate who served as Archbishop of Taranto (1618-1627) and Bishop of Sarno (1595-1618).,TRUE,FALSE,WV
FP_different,Antonio_d%27Aquino,deathYear,1578,1627,Antonio d'Aquino (died 10 January 1578) was a Roman Catholic prelate who served as Archbishop of Taranto (1618-1627) and Bishop of Sarno (1595-1618).,TRUE,TRUE,
